identificadorArchivo,archivoOrigen,rutaArchivo,arquitectura,particion,indiceChunk,filasValidas,inicioFuente,finFuente,inicioRegistroValido,finRegistroValido,rutaParquetChunk,columnas,fechaActualizacion,rutaChunk
97902f7024e48d57,2024-09-22_2024-09-28_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-22_2024-09-28_Win32_test.jsonl,Win32,test,31,1500,46500,47999,46500,47999,artefactos/ember2024/parquetBruto/97902f7024e48d57/chunk_00031.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:37.066559+00:00,artefactos\ember2024\parquetBruto\97902f7024e48d57\chunk_00031.parquet
97902f7024e48d57,2024-09-22_2024-09-28_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-22_2024-09-28_Win32_test.jsonl,Win32,test,32,1500,48000,49499,48000,49499,artefactos/ember2024/parquetBruto/97902f7024e48d57/chunk_00032.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:37.793645+00:00,artefactos\ember2024\parquetBruto\97902f7024e48d57\chunk_00032.parquet
97902f7024e48d57,2024-09-22_2024-09-28_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-22_2024-09-28_Win32_test.jsonl,Win32,test,33,1500,49500,50999,49500,50999,artefactos/ember2024/parquetBruto/97902f7024e48d57/chunk_00033.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:38.496087+00:00,artefactos\ember2024\parquetBruto\97902f7024e48d57\chunk_00033.parquet
97902f7024e48d57,2024-09-22_2024-09-28_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-22_2024-09-28_Win32_test.jsonl,Win32,test,34,1500,51000,52499,51000,52499,artefactos/ember2024/parquetBruto/97902f7024e48d57/chunk_00034.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:39.219879+00:00,artefactos\ember2024\parquetBruto\97902f7024e48d57\chunk_00034.parquet
97902f7024e48d57,2024-09-22_2024-09-28_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-22_2024-09-28_Win32_test.jsonl,Win32,test,35,1500,52500,53999,52500,53999,artefactos/ember2024/parquetBruto/97902f7024e48d57/chunk_00035.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:39.845104+00:00,artefactos\ember2024\parquetBruto\97902f7024e48d57\chunk_00035.parquet
97902f7024e48d57,2024-09-22_2024-09-28_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-22_2024-09-28_Win32_test.jsonl,Win32,test,36,1500,54000,55499,54000,55499,artefactos/ember2024/parquetBruto/97902f7024e48d57/chunk_00036.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:40.507232+00:00,artefactos\ember2024\parquetBruto\97902f7024e48d57\chunk_00036.parquet
97902f7024e48d57,2024-09-22_2024-09-28_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-22_2024-09-28_Win32_test.jsonl,Win32,test,37,1500,55500,56999,55500,56999,artefactos/ember2024/parquetBruto/97902f7024e48d57/chunk_00037.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:41.142317+00:00,artefactos\ember2024\parquetBruto\97902f7024e48d57\chunk_00037.parquet
97902f7024e48d57,2024-09-22_2024-09-28_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-22_2024-09-28_Win32_test.jsonl,Win32,test,38,1500,57000,58499,57000,58499,artefactos/ember2024/parquetBruto/97902f7024e48d57/chunk_00038.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:41.819228+00:00,artefactos\ember2024\parquetBruto\97902f7024e48d57\chunk_00038.parquet
97902f7024e48d57,2024-09-22_2024-09-28_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-22_2024-09-28_Win32_test.jsonl,Win32,test,39,1500,58500,59999,58500,59999,artefactos/ember2024/parquetBruto/97902f7024e48d57/chunk_00039.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:42.493661+00:00,artefactos\ember2024\parquetBruto\97902f7024e48d57\chunk_00039.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,0,1500,0,1499,0,1499,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00000.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:43.212633+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00000.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,1,1500,1500,2999,1500,2999,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00001.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:43.908725+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00001.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,2,1500,3000,4499,3000,4499,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00002.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:44.618685+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00002.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,3,1500,4500,5999,4500,5999,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00003.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:45.334735+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00003.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,4,1500,6000,7499,6000,7499,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00004.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:46.125196+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00004.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,5,1500,7500,8999,7500,8999,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00005.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:46.822264+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00005.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,6,1500,9000,10499,9000,10499,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00006.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:47.483671+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00006.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,7,1500,10500,11999,10500,11999,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00007.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:48.260255+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00007.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,8,1500,12000,13499,12000,13499,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00008.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:48.972153+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00008.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,9,1500,13500,14999,13500,14999,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00009.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:49.693112+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00009.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,10,1500,15000,16499,15000,16499,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00010.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:50.381969+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00010.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,11,1500,16500,17999,16500,17999,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00011.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:51.218811+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00011.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,12,1500,18000,19499,18000,19499,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00012.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:51.954494+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00012.parquet
2adea5a491ab4b3f,2024-09-29_2024-10-05_Win32_test.jsonl,data/ember2024/Win32_test/2024-09-29_2024-10-05_Win32_test.jsonl,Win32,test,13,1500,19500,20999,19500,20999,artefactos/ember2024/parquetBruto/2adea5a491ab4b3f/chunk_00013.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:06:52.661846+00:00,artefactos\ember2024\parquetBruto\2adea5a491ab4b3f\chunk_00013.parquet
